stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0.94,0,0,0
3dpf,0.43,0.92,0,0.42,0
5dpf,0,1.92,0.33,2.67,0
10dpf,1.37,6.54,0,0,0.66
