stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
19hpf,3.95,0,0,0
24hpf,0.93,0,0,0
2dpf,2.93,0,0,0.55
3dpf,1.28,0.45,0,0.78
5dpf,0.62,0.75,0,0.7
10dpf,1.47,0,0.37,0
