stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.6,0,0,0,2.12,0,0
3dpf,5.38,0,0,2.21,0,0,0.32
5dpf,0.5,1.08,0.81,1.13,0,0.71,0.31
10dpf,6.98,0,0.81,3.01,0,0,0
