stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0,1.32
2dpf,2.96,0.73,0,0.66,0,2.5,0,1.46,7.14
3dpf,5.17,0.51,0.29,2.87,0,2.16,0.44,0,0.97
5dpf,3.5,0.99,1.54,3.99,0.77,15.25,1.24,1.64,11.37
10dpf,9.51,1.16,1.94,4.01,0.39,8.32,1.38,1.29,2.37
