stage,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.94,0
3dpf,0,0.8,0,0
5dpf,0,0.72,0.71,0.4
10dpf,0.52,0.65,0,0.88
