stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.84,0,4.47
3dpf,2.27,0.37,0,0.53,0,5.58
5dpf,3.37,0,1.37,0.55,1.73,16.52
10dpf,1.14,0,0,0,0,1.21
