stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.53,0.5,0,1.73,1.82
3dpf,1.21,0,0.68,0,0
5dpf,0,0,0,0,0.54
