stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.08,0.86,0.62,2.06,0,0
3dpf,0.8,0,0,0,0,0
5dpf,1.01,0.38,0.55,1.32,0.91,0.41
10dpf,2.4,0,0.78,0,0,0
