stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,7.82,0,0,2.68,3.4,0,0,0,7.07
3dpf,13.48,0,0,0.37,1,0,0,0,0.87
5dpf,13.26,1.05,0,1.28,3.26,0.71,0.42,1.55,2.25
10dpf,184.75,3.28,1.82,1.95,3.36,0,0,0.54,2.76
