stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.64,0,0,0,0,0,0,0,0
3dpf,0.35,1.5,0,0,0.49,0.55,0,0,0
5dpf,0.4,0,3.91,0.41,1.66,1.05,0.31,0,0.54
10dpf,5.27,0,41.74,0,2.88,0,0,0.51,0
