stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,7.05,0.77,3.11,2.91,0,2.1,0.52
3dpf,1.27,0,1.84,6.6,0,1.45,0
5dpf,0,0,0.65,13.88,0,0.68,0.32
10dpf,1.9,0,1.82,10.13,0.67,0.51,0
