stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,6.75,0,0,5.85,7.98,1.28,7.6,0.51
3dpf,31.15,0,0.35,0.64,10.29,0,0,0
5dpf,3.45,0.84,1.48,0,24.22,0,0.81,0.72
10dpf,9.13,0,0,0,2.78,0,0,1.17
