stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,116.25,0,0,0,0,0,0,8.96,20.35,26.25
12hpf,907.1,39.26,8.22,50.08,243.55,60.87,2.21,156.97,535.97,316.64
14hpf,1006.97,10.51,62.92,61.38,205.83,113.42,12.28,31.76,303.34,325.83
16hpf,1908.09,96.92,316.27,178.39,753.11,272.98,96.16,143.63,802.63,1040.67
19hpf,1149.53,7.86,138.58,58.49,178.43,83.21,103.77,20.97,182.34,310.49
24hpf,844.62,20.11,303,47.74,170.35,87.88,111.95,9.91,442.34,184.56
2dpf,800.62,47.49,97.15,62,227.94,494.08,88.26,11.03,210.1,120.41
3dpf,990.22,65.83,33.72,46.33,25.9,284.91,9.28,0,38.46,62.5
5dpf,202.45,22.29,98.37,82.52,36.74,491.27,34.55,17.88,122.64,304.14
10dpf,622.35,111.82,101.36,114.88,57.97,861.2,29.18,0.51,181.59,107.22
