stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.77,0,0,0,0,0,3.11
3dpf,2.45,0,0,0,0,0,0
5dpf,1.22,0.42,0.83,0.55,1.2,0.49,0
10dpf,0.47,0.91,0,0.5,0,0,0.47
