stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
10hpf,8.67,0,9.51,0,8.47
2dpf,1.42,1.02,1.44,0,1.09
5dpf,0,0,0,0.48,0
