stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.59,1.32
3dpf,3.46,0,0,1.19,0
5dpf,0,0,0.46,0,0
10dpf,1.82,0.56,0,2.7,0
