stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,1.61,0,0
3dpf,0.71,0,0.39,0,0
5dpf,11.29,0.72,0,1.68,4.26
10dpf,12.19,1.32,0,2.16,0.88
