stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
10hpf,0,0,0,58.46
14hpf,0,0,0,145.23
16hpf,0,0,0,16.44
19hpf,0,0,0,252.04
24hpf,0,0,0,4.8
2dpf,0.76,0.79,0,0
3dpf,0.81,0,0,2.46
5dpf,0,0,1.04,15.36
10dpf,2.07,0,0,23.04
