stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,21.55,0,17.24,0,0,0,0,0,8.31,10.41
12hpf,24.22,0,14.06,1.84,1.93,2.01,0,0,8.37,7.82
14hpf,0,0,2.89,2.27,4.59,0,0,0,2.34,0
16hpf,4.7,0,0,0,0,0,0,0,0,5.34
19hpf,5.33,0,0,1.53,0,0,0,0,0,0
24hpf,3.56,0,0,0,0.87,0,0,0,0,0
2dpf,106.36,0,1.57,12.64,50.47,81.52,12.78,4.18,23.28,13.21
3dpf,666.63,6.55,3.58,7.06,10.31,213.11,6.98,0,13.38,11.12
5dpf,110.95,7.34,1.81,27.61,10.42,169.22,17.26,2.68,15.05,48.45
10dpf,427.14,4.57,6.81,9.8,10.69,127.9,2.23,0,6.26,9.33
