stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,43.88,0,0,0,17.47,0,0,9.03,8.67,0
12hpf,108.45,2,0,2.51,34.98,10.69,0,4.9,58.04,18.92
14hpf,81.05,0,0,2.49,3.62,0,0,3.05,12.29,0
16hpf,8.8,0,1.71,1.8,0,1.74,0,0,8.55,0
19hpf,159.61,1.69,1.61,3.29,11.47,10.51,1.54,0,2.42,0
24hpf,1050.22,16.44,20.2,10.86,317.73,132.89,14.62,2.98,57.68,44.06
2dpf,575.01,19.41,30.2,50.58,352.47,216.69,31.08,0.74,95.47,66.41
3dpf,433.78,52.54,6.62,79.76,17.88,118.22,7.76,0,13.96,22.23
5dpf,217.58,22.94,112.96,70.07,102.62,777,54.49,34.93,125.56,193.42
10dpf,72.27,10.9,68.69,108.89,4.97,45.72,3.85,0,7.59,4.25
