stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0.56,0,0
3dpf,0.49,0,0,0
5dpf,0,0.93,0.64,0
10dpf,13.84,0,1.19,0.58
