stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.66,3.41,4.3,0,3.18
3dpf,22.75,0,3.62,0,0
5dpf,2.46,0.47,1.38,0.99,1.89
10dpf,19.16,0,1.13,0,1.34
