stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,0,2.4,0,1.85
14hpf,2.42,0,0,0,0,0,0,0,0
24hpf,1.04,0,0,0,0,0,0,0,0
2dpf,9.16,0,0,0,0,0,0,0,1.93
3dpf,225.34,0.34,1.87,0,1.42,0,0,0.96,1.16
5dpf,7.17,0.4,0.91,3.61,5.08,0.45,0,1.9,1.66
10dpf,186.64,1.49,0,1.6,4.9,0,0,1.53,3.13
