stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.35,0.55,0,0.75,0.51
3dpf,0.54,0,0,0,0
5dpf,0,0,0.81,0,0
10dpf,0.82,0,0.43,0,0
