stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.69,0,4.12,6,0,2.8,0
3dpf,1.09,0,0,1.56,0,0,0
5dpf,0,0.62,0,3.41,0.3,0,0.62
10dpf,4.78,1.09,0,1.92,0,0,1
