stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0.9,0
2dpf,0.53,0,0,37.12,0
3dpf,0.94,0,0.4,0,2.15
5dpf,0,0,2.09,3.35,1.19
10dpf,0.57,0.38,0.55,2.37,0
