stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.55,0,0,4.44,0,0,0
3dpf,6.17,0,0.35,1.89,0,0,0.51
5dpf,0,0.36,1.63,0.93,0,0.45,0.4
10dpf,4.21,0,0,0,0.99,1.05,0.46
