stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0,0.48,0
3dpf,0.85,0,0,0,0,0,0
5dpf,0,0,2.98,0,4,0,0.89
10dpf,0,1.43,13.76,1.01,0.57,0,1.76
