stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.63,0
3dpf,1.02,0.76,0,0,0.31
5dpf,1.33,0.29,0.65,2.43,1.65
10dpf,4.96,7.82,0,0,1.44
