stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,8.6,0,0,0,2.16,0,0,0
3dpf,69.15,0.36,0,0,0,0,0.46,0.46
5dpf,9.96,1.21,2.01,0.82,6.47,0.79,3.49,3.26
10dpf,77.38,0,0,0,1.29,0,0,0
