stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,64.27,0,8.62,0,27.34,0,0,111.48,29.38,68.03
12hpf,557.77,35.6,8.11,22.41,210.67,27.16,0,928.05,342.19,340.7
14hpf,453.11,22.11,40.65,53.07,201.53,38.89,12.24,569.15,419,874.16
16hpf,646.72,89.37,123.29,243.04,646.59,200.56,61.5,948.77,965.6,2537.29
19hpf,314.28,11.55,119.18,199.74,505.86,103.16,58.25,388.58,188.11,2677.44
24hpf,555.2,35.82,598.33,840.43,1375.81,415.77,237.66,214.07,867.09,2435.81
2dpf,1391.17,44.33,767.32,980.25,1899.99,3312.71,492.92,236.57,966.37,2224.12
3dpf,1084.68,103.4,330.18,406.07,429.77,4549.45,181.41,4.8,307.53,545.33
5dpf,685.11,195.25,1537.66,1540.73,536.99,5188.51,673,379.9,618.95,2921.28
10dpf,1424.24,148.4,1230.36,923.27,434.38,3072.04,288.47,5.35,351.02,360.56
