stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.66,0,0,1.27,0,0.87,0.53
3dpf,2.29,0,0,1.71,0,0,0.37
5dpf,1.96,2.01,0.79,7.98,1.3,1.54,5.17
10dpf,1.87,0,0,0.65,0,0,2.73
