stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,3.38,0,0,0.57,4.57,0,0,0,4.01
3dpf,1.3,0,0.47,0.3,4.22,0,0,0.73,0
5dpf,1.58,0,0,0,6.16,2.02,0.33,0.66,1.05
10dpf,6.45,0.88,0.4,0,15.76,0,0,0.64,0
