stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,0.84,0,0.53,1.99
3dpf,3.31,0,0,0
5dpf,0,0,0.93,0
10dpf,4.27,0.4,0,0
