stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,2.67,0,0,0,0,0,0
2dpf,21.09,0,0,0,0,2.66,0
3dpf,52.32,0.75,0,0,0,0,0.78
5dpf,10.42,0,0.4,0.73,0.99,0,3.6
10dpf,12.8,0,0,0,0,0,4.22
