stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.06,0,0,0,2.9
3dpf,1.5,0.85,0,0.43,1.06
5dpf,1.13,0.36,0.29,0,9.2
10dpf,0.66,0.56,0.4,0,3.93
