stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,periderm
24hpf,0.96,0,0,0,0,0
2dpf,21.37,0,2.22,0,0,0.86
3dpf,6.09,0,1.25,1.57,0,0.38
5dpf,7.32,0,0,1.59,0.34,2.86
10dpf,3.88,0.51,2.78,0.55,0,0.79
