stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,5.56,0,0.57,0
3dpf,0.43,0.43,3.92,0,0,0
5dpf,0,0,35.8,0,0,1.74
10dpf,0.51,0,22.81,1.2,0,1.48
