stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5.14,0,1.92,0.71,0.92,4.27,1.86
5dpf,0,0.96,0,1.94,0,1.07,2.73
10dpf,0,0,0,0.41,0,2.62,0
