stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.98,0,0,0,0,0,0,0,0
3dpf,228.57,1.03,0,0,1.69,9.97,0.34,1.91,0
5dpf,6.75,0.58,3.96,7.01,1.11,28.02,1.98,3.7,8.81
10dpf,120.26,0,0.6,10.56,0,2.15,0,0,0
