stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0.92,0,0,0
2dpf,0,0,3.05,0.87,1.31,0
5dpf,1.01,0,12.56,0,0,1.06
10dpf,0,1.33,9.59,0,0,0
