stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,10.32,0,0,0.73,2.4,0,0,0.85
3dpf,12.29,0,0,0,2.35,0,1.04,0.81
5dpf,2.5,0,0.67,0.3,5.31,0.7,3.08,4.37
10dpf,0.89,1.2,0,0.86,1.63,0,0,0
