stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,186.68,36.95,0,0,12.39,0,0,0,31.76,478.76
12hpf,25.93,183.49,0,0,87.91,2.32,0,4.78,16.61,282.71
14hpf,35.91,95.4,25.28,8.73,397.82,14,2.61,0,37.75,837.87
16hpf,27.64,23.57,1.95,0,477.29,1.9,0,4.04,40.62,582.9
19hpf,45.69,18.25,0,1.76,204.26,0,0,0,0,455.17
24hpf,43.1,12.23,0.82,22.04,145.74,6.85,0,0,2.09,174.1
2dpf,125.05,4.49,1.69,358.82,201.11,464.15,1.51,0.63,32.69,113.65
3dpf,140.78,28.52,5.06,140.52,146.98,750.27,1.07,0,5.05,40.16
5dpf,134.57,20.21,7.29,330.3,309.05,687.26,49.31,2.64,27.43,256.23
10dpf,261.39,19.91,8.66,234.66,264.13,1199.86,8.86,1.42,34.74,93.02
