stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.61,0,0,2.09,8.83,2.01,2.89
3dpf,0.71,0,0,1.83,0.53,0,0
5dpf,1.68,2.16,0.83,2.96,190.48,0.3,0
10dpf,1.66,0,0,1.13,4.07,0,0.69
