stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0.96,0,1.34,0
3dpf,0.67,0,0,0
5dpf,0,0.63,0.33,0.54
10dpf,1.82,0,1.2,0
