stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.98,0.84,0,0,2.17
3dpf,0,0,0,0,0,0.39
5dpf,1.07,6.81,0,0,0.43,10.24
10dpf,1.08,3.02,0,0.4,0,4.29
