stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.64
3dpf,0.86,0,0,0,0
10dpf,3.42,1.14,1.27,1.22,0
