stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.91,1.04,8.3,17.59,2.08,0,7.14,1.99
3dpf,0.49,0.89,2.38,12.9,0.54,0,0.34,0
5dpf,3.52,0.85,1.91,23.61,0,2.09,2.67,2.57
10dpf,5.2,0.6,1.28,9.65,0,0,0,0.62
