stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.48,0,0.51,1.45,0,0.86,4.77,1.4
3dpf,1.55,0,0.78,8.97,0,0,0.58,0
5dpf,1.6,0.78,0.78,20.13,1.27,0,4.28,1.48
10dpf,1.79,0,0,20.14,0,0,0.94,0
