stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,1.16,1.21,0
3dpf,0.71,0.29,0.96,0,0
5dpf,0,0.8,0,0,0
10dpf,2.54,0,0,0,0.67
