stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,0.5,1.81,0,0
3dpf,11.9,0,0.41,0,6.56,0,0.34
5dpf,0,0.88,0,0.5,4.52,0,0
10dpf,1.27,0,0,0,3.85,0.96,0
