stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.95,0,0,0,0
3dpf,1.53,1.65,0.66,0,0
5dpf,0,2.65,0.57,0,1.02
10dpf,1.9,25.44,0.4,0.88,0.43
