stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,9.4,10.48,0
12hpf,5.49,0,0,0,0,0,0,3.87,0,0
14hpf,5.04,0,0,0,0,0,0,0,2.51,0
16hpf,3.68,0,0,1.66,1.69,5.57,0,1.69,3.41,5.38
19hpf,0,1.73,0,2.19,0,0,0,0,0,9.09
24hpf,3.57,0,0,22.68,4.49,0.88,0,0,4.72,4.35
2dpf,199.5,2.77,11.9,63.03,107.22,211.29,19.13,1.78,39.46,42.33
3dpf,123.41,3.73,2.14,5.36,87.8,1164.39,4.13,0,56.13,6.35
5dpf,47.84,9.84,7.05,48.44,121.08,1103.03,1.98,2.15,48.65,40.23
10dpf,50.77,5.44,2.35,62.8,142.84,1099.36,3.57,0,52.48,13.72
