stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,1.17,0,0
3dpf,0.48,0,0.33,0,0
5dpf,0.87,0.42,0,0.73,1.3
10dpf,3.93,0,0.59,1.62,2.89
