stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
24hpf,1.07,0,0,0,0,0,0
2dpf,7.35,0,1.2,5.37,0,0.54,1.57
3dpf,25.51,0,0.54,4.96,0,0,0
5dpf,7.16,1.74,0,6.72,0,0,3.39
10dpf,59.97,1.74,0,3.83,0.38,0,0
