stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,1.41,0,0.58,0.52,10.39
3dpf,0.39,0,0,0.67,1.91
5dpf,0.3,0,0,1.73,9.86
10dpf,0,0.66,0,0,4.92
