stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,0,0.99,0,0,0,0,0,0,0
2dpf,0.79,0,0,0,0,1.58,0,0,0
3dpf,0,0,16.73,0.73,0,0.34,0,0,0
5dpf,3.54,0,107.79,1.99,1.26,21.45,0.64,1.65,2.5
10dpf,4.31,0,235.4,0,0,0.83,0,0,0
