stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0.65,0,0
3dpf,2.86,2.81,0,0
5dpf,0.33,0.81,0.86,0
10dpf,1.74,0.7,0,0.51
