stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,1.76,0,0
2dpf,0,0,0,0,1.04,0,0,1.07
3dpf,6.63,0.95,0,0.33,2.25,0,0,0.83
5dpf,1.21,1.88,1.01,1.85,2.66,2.17,1.11,6.36
10dpf,9.4,0.59,0,0,2.04,0,0,0
