stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,2
2dpf,7.59,0,0,2.57,2.68,1.49,0.95
3dpf,47.26,0,0,1.78,0,1.23,0
5dpf,6.09,0.78,0.36,4.04,0,1.43,3.65
10dpf,6.13,0,0,1.38,0,0,0
