stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,1.21,0,0,0,1.21
3dpf,0.49,0,0,1.24,1.77,0
5dpf,0.47,0,0.47,0,0.48,0
10dpf,0.47,0,0,0,2.36,0
