stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,916.88,16.49,76.21,0,218.52,17.8,0,66.43,412.14,660.59
12hpf,644.6,84.74,46.94,38.6,200.33,29.85,0,249.35,403.36,416.87
14hpf,414.25,14.37,105.76,78.84,157.18,28.53,2.55,79.63,228.44,388.24
16hpf,538.83,44.03,31.03,78.31,213.82,42.24,14.16,94.56,267.19,298.17
19hpf,772.47,7.67,6.56,36.6,105.14,14.29,40.6,24.58,47.75,261.28
24hpf,546.01,11.09,109.28,47.32,162.84,28.15,81.49,11.02,110.7,133.67
2dpf,1262.16,25.65,106.71,237.63,514.41,785.46,119.85,23.9,248.77,591.87
3dpf,2065.86,42.59,44.58,67.92,61.86,721.13,17.01,0,48.56,212.26
5dpf,404.32,55.61,220.38,217.54,77.82,784.25,119.66,27.88,121.42,879.48
10dpf,1402.4,84.44,251.24,150.28,62.15,658.01,95.41,1.6,99.03,372.03
