stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.87,0,1.69,0,0,0
3dpf,3.01,1.12,0,0,1.43,0.94
5dpf,0,0,0,0,0.92,0
10dpf,4.19,0,0,0.8,0.76,0
