stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.82,0,8.2,9.09,2.86,10.88,0,12.4
3dpf,7.21,0.76,0.61,3.11,0,12.12,0,3.39
5dpf,3.39,0.29,15.92,10.53,2.45,31.83,0.98,20.75
10dpf,7.64,0,3.38,5.09,1.52,10.59,0,5.12
